SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,LINHÓ (21A/09G),,
12/04/2020 20:00,,,,,,,0,,,,3.4,,7,,,,
12/04/2020 21:00,,,,,,,0,,,,3.4,,6.2,,,,
12/04/2020 22:00,,,,,,,0,,,,3.5,,7.8,,,,
12/04/2020 23:00,,,,,,,0,,,,3.4,,6.7,,,,
13/04/2020 00:00,,,,,,,0,,,,3.1,,6.4,,,,
13/04/2020 01:00,,,,,,,0,,,,1.9,,5.1,,,,
13/04/2020 02:00,,,,,,,0,,,,1.5,,4.2,,,,
13/04/2020 03:00,,,,,,,0,,,,1.3,,4.1,,,,
13/04/2020 04:00,,,,,,,0.2,,,,1.1,,4.6,,,,
13/04/2020 05:00,,,,,,,0,,,,0.3,,2.4,,,,
13/04/2020 06:00,,,,,,,0,,,,0.3,,2.5,,,,
13/04/2020 07:00,,,,,,,0,,,,0,,0.5,,,,
13/04/2020 08:00,,,,,,,1.1,,,,0,,3.1,,,,
13/04/2020 09:00,,,3,(vau),,,1.7,,,,2.4,,4,,2.1,,
13/04/2020 10:00,,,,,,,0.6,,,,2.8,,5.8,,,,
13/04/2020 11:00,,,,,,,0.1,,,,3.6,,6.2,,,,
13/04/2020 12:00,,,,,,,0.1,,,,1.9,,4.9,,,,
13/04/2020 13:00,,,,,,,0,,,,1.4,,5.1,,,,
13/04/2020 14:00,,,,,,,0,,,,1,,2.8,,,,
13/04/2020 15:00,,,,,,,0,,,,1.2,,2.7,,,,
13/04/2020 16:00,,,,,,,0,,,,1.2,,3.6,,,,
13/04/2020 17:00,,,,,,,0,,,,1.1,,2.7,,,,
13/04/2020 18:00,,,,,,,0,,,,0.8,,2.4,,,,
13/04/2020 19:00,,,,,,,0,,,,0.5,,1.3,,,,
13/04/2020 20:00,,,,,,,0,,,,0.3,,1.1,,,,
13/04/2020 21:00,,,,,,,0,,,,0.1,,0.8,,,,
13/04/2020 22:00,,,,,,,0,,,,0.1,,0.9,,,,
13/04/2020 23:00,,,,,,,0,,,,0.1,,0.8,,,,
14/04/2020 00:00,,,,,,,0,,,,0.1,,1,,,,
14/04/2020 01:00,,,,,,,0,,,,0.1,,0.9,,,,
14/04/2020 02:00,,,,,,,0,,,,0.2,,1,,,,
14/04/2020 03:00,,,,,,,0,,,,0.2,,1.1,,,,
14/04/2020 04:00,,,,,,,0,,,,0.2,,1,,,,
14/04/2020 05:00,,,,,,,0,,,,0.2,,1.1,,,,
14/04/2020 06:00,,,,,,,0.1,,,,0.1,,1.4,,,,
14/04/2020 07:00,,,,,,,0.2,,,,0.2,,1.1,,,,
14/04/2020 08:00,,,,,,,0,,,,0.6,,2.3,,,,
14/04/2020 09:00,,,1.1,(vau),,,0,,,,1.8,,3.8,,0.8,,
14/04/2020 10:00,,,,,,,0.1,,,,2,,3.9,,,,
14/04/2020 11:00,,,,,,,0,,,,2.7,,6.1,,,,
14/04/2020 12:00,,,,,,,0,,,,2.7,,5.7,,,,
14/04/2020 13:00,,,,,,,0,,,,2.1,,5.3,,,,
14/04/2020 14:00,,,,,,,0,,,,1.9,,4.6,,,,
14/04/2020 15:00,,,,,,,0,,,,1.4,,4.1,,,,
14/04/2020 16:00,,,,,,,0,,,,0.9,,2.8,,,,
14/04/2020 17:00,,,,,,,0.2,,,,1.4,,4.1,,,,
14/04/2020 18:00,,,,,,,3.2,,,,1.5,,3.3,,,,
14/04/2020 19:00,,,,,,,0.4,,,,1.2,,2.5,,,,
14/04/2020 20:00,,,,,,,0,,,,1.1,,3.7,,,,
14/04/2020 21:00,,,,,,,0,,,,1.4,,3.5,,,,
14/04/2020 22:00,,,,,,,1.2,,,,0,,3.9,,,,
14/04/2020 23:00,,,,,,,0.2,,,,1.5,,3.4,,,,
15/04/2020 00:00,,,,,,,0,,,,1.6,,4.2,,,,
15/04/2020 01:00,,,,,,,0,,,,1.2,,3,,,,
15/04/2020 02:00,,,,,,,0,,,,0.7,,2.3,,,,
15/04/2020 03:00,,,,,,,0.3,,,,2.1,,2.6,,,,
15/04/2020 04:00,,,,,,,1.9,,,,0.6,,3.7,,,,
15/04/2020 05:00,,,,,,,0,,,,0.4,,2.1,,,,
15/04/2020 06:00,,,,,,,0,,,,0.9,,2.4,,,,
15/04/2020 07:00,,,,,,,0.8,,,,1.6,,3.3,,,,
15/04/2020 08:00,,,,,,,0.2,,,,1.5,,2.8,,,,
15/04/2020 09:00,,,8.5,(vau),,,0,,,,1.8,,3.7,,1.4,,
15/04/2020 10:00,,,,,,,0.1,,,,1.2,,3.8,,,,
15/04/2020 11:00,,,,,,,0,,,,2.2,,4.6,,,,
15/04/2020 12:00,,,,,,,0,,,,2.6,,6.3,,,,
15/04/2020 13:00,,,,,,,0,,,,2.5,,5.6,,,,
15/04/2020 14:00,,,,,,,0,,,,3.1,,6.3,,,,
15/04/2020 15:00,,,,,,,0,,,,2.9,,5.7,,,,
15/04/2020 16:00,,,,,,,0,,,,2.7,,6.4,,,,
15/04/2020 17:00,,,,,,,0,,,,2.4,,6.3,,,,
15/04/2020 18:00,,,,,,,0.2,,,,1.5,,5.8,,,,
15/04/2020 19:00,,,,,,,0,,,,1.1,,3.8,,,,
15/04/2020 20:00,,,,,,,0,,,,1,,3.2,,,,
15/04/2020 21:00,,,,,,,0,,,,0.9,,3.7,,,,
15/04/2020 22:00,,,,,,,0,,,,0.7,,2.8,,,,
15/04/2020 23:00,,,,,,,0,,,,0.8,,3.7,,,,
16/04/2020 00:00,,,,,,,0,,,,1.4,,3.3,,,,
16/04/2020 01:00,,,,,,,0,,,,1.8,,4.5,,,,
16/04/2020 02:00,,,,,,,0,,,,2.2,,5.1,,,,
16/04/2020 03:00,,,,,,,3.7,,,,1.3,,6.5,,,,
16/04/2020 04:00,,,,,,,2.1,,,,1.1,,4.2,,,,
16/04/2020 05:00,,,,,,,1.1,,,,1.2,,4.1,,,,
16/04/2020 06:00,,,,,,,0,,,,1.6,,5.8,,,,
16/04/2020 07:00,,,,,,,0,,,,1.7,,5.4,,,,
16/04/2020 08:00,,,,,,,0,,,,2.2,,4.6,,,,
16/04/2020 09:00,,,7.2,(vau),,,0,,,,2.2,,6,,1.8,,
16/04/2020 10:00,,,,,,,0,,,,2.1,,5,,,,
16/04/2020 11:00,,,,,,,0,,,,2.3,,4.8,,,,
16/04/2020 12:00,,,,,,,0.1,,,,2,,4.9,,,,
16/04/2020 13:00,,,,,,,4.5,,,,2.8,,5.5,,,,
16/04/2020 14:00,,,,,,,0.2,,,,2.7,,8.5,,,,
16/04/2020 15:00,,,,,,,0,,,,2.5,,8.3,,,,
16/04/2020 16:00,,,,,,,2.1,,,,2.4,,5.7,,,,
16/04/2020 17:00,,,,,,,1.1,,,,3.2,,6.3,,,,
16/04/2020 18:00,,,,,,,0,,,,2.2,,5.8,,,,
16/04/2020 19:00,,,,,,,0,,,,2.1,,5.3,,,,
16/04/2020 20:00,,,,,,,0,,,,1.9,,3.9,,,,
16/04/2020 21:00,,,,,,,0,,,,1.4,,2.9,,,,
16/04/2020 22:00,,,,,,,0,,,,1.3,,4,,,,
16/04/2020 23:00,,,,,,,0.2,,,,1,,5.1,,,,
17/04/2020 00:00,,,,,,,0,,,,1.5,,3.5,,,,
17/04/2020 01:00,,,,,,,0,,,,1.7,,5.4,,,,
17/04/2020 02:00,,,,,,,0,,,,1.4,,3.2,,,,
17/04/2020 03:00,,,,,,,0,,,,1.7,,4.1,,,,
17/04/2020 04:00,,,,,,,1.1,,,,1.4,,5.1,,,,
17/04/2020 05:00,,,,,,,0,,,,1.2,,2.8,,,,
17/04/2020 06:00,,,,,,,0.1,,,,0.9,,2.2,,,,
17/04/2020 07:00,,,,,,,0,,,,1.3,,3.1,,,,
17/04/2020 08:00,,,,,,,0.1,,,,2,,5.1,,,,
17/04/2020 09:00,,,9.5,(vau),,,0,,,,1.9,,3.9,,1.9,,
17/04/2020 10:00,,,,,,,0,,,,2.4,,4.4,,,,
17/04/2020 11:00,,,,,,,0,,,,2.4,,4.8,,,,
17/04/2020 12:00,,,,,,,0,,,,2.4,,6.2,,,,
17/04/2020 13:00,,,,,,,0,,,,2.3,,3.8,,,,
17/04/2020 14:00,,,,,,,0,,,,2,,4.6,,,,
17/04/2020 15:00,,,,,,,0,,,,2,,4.9,,,,
17/04/2020 16:00,,,,,,,0,,,,1.5,,3.3,,,,
17/04/2020 17:00,,,,,,,0,,,,1.6,,3.8,,,,
17/04/2020 18:00,,,,,,,0,,,,1.4,,2.5,,,,
17/04/2020 19:00,,,,,,,0,,,,0.8,,2.3,,,,
17/04/2020 20:00,,,,,,,0,,,,0.3,,1.4,,,,
17/04/2020 21:00,,,,,,,0,,,,0,,0.7,,,,
17/04/2020 22:00,,,,,,,0,,,,0,,0,,,,
17/04/2020 23:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 00:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 01:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 02:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 03:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 04:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 05:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 06:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 07:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 08:00,,,,,,,0.1,,,,0,,0,,,,
18/04/2020 09:00,,,0.1,(vau),,,0,,,,0,,0,,0.8,,
18/04/2020 10:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 11:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 12:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 13:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 14:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 15:00,,,,,,,0,,,,0,,0,,,,
18/04/2020 16:00,,,,,,,0,,,,2.2,,5.2,,,,
18/04/2020 17:00,,,,,,,0,,,,2.4,,5.7,,,,
18/04/2020 18:00,,,,,,,0,,,,2.3,,5.8,,,,
18/04/2020 19:00,,,,,,,0,,,,2.1,,4.6,,,,
18/04/2020 20:00,,,,,,,0,,,,2.6,,7.8,,,,
18/04/2020 21:00,,,,,,,0,,,,2.6,,5.6,,,,
18/04/2020 22:00,,,,,,,0,,,,2.6,,4.9,,,,
18/04/2020 23:00,,,,,,,0,,,,2.3,,5.3,,,,
19/04/2020 00:00,,,,,,,0,,,,2.3,,5.2,,,,
19/04/2020 01:00,,,,,,,0,,,,2.5,,6.2,,,,
19/04/2020 02:00,,,,,,,0,,,,2.6,,6.2,,,,
19/04/2020 03:00,,,,,,,0,,,,2.6,,5.2,,,,
19/04/2020 04:00,,,,,,,0,,,,2.1,,3.9,,,,
19/04/2020 05:00,,,,,,,0,,,,1.8,,4.3,,,,
19/04/2020 06:00,,,,,,,0,,,,1.5,,4.7,,,,
19/04/2020 07:00,,,,,,,0,,,,1.1,,3.3,,,,
19/04/2020 08:00,,,,,,,0,,,,1.8,,4.3,,,,
19/04/2020 09:00,,,0,(vau),,,0,,,,1.8,,3.7,,1.6,,
19/04/2020 10:00,,,,,,,0,,,,2,,4.8,,,,
19/04/2020 11:00,,,,,,,0,,,,1.8,,5.6,,,,
19/04/2020 12:00,,,,,,,0,,,,1.6,,4.2,,,,
19/04/2020 13:00,,,,,,,0,,,,2.2,,4.6,,,,
19/04/2020 14:00,,,,,,,0,,,,1.7,,3.8,,,,
19/04/2020 15:00,,,,,,,0,,,,1.8,,5.6,,,,
19/04/2020 16:00,,,,,,,0,,,,1.8,,4.7,,,,
19/04/2020 17:00,,,,,,,0,,,,1.8,,4.2,,,,
19/04/2020 18:00,,,,,,,0,,,,1.7,,4.4,,,,
19/04/2020 19:00,,,,,,,0,,,,1.4,,5.3,,,,
19/04/2020 20:00,,,,,,,0,,,,0.8,,5.2,,,,
19/04/2020 21:00,,,,,,,0,,,,0.7,,2.7,,,,
19/04/2020 22:00,,,,,,,0,,,,0.5,,2.5,,,,
19/04/2020 23:00,,,,,,,0,,,,0.8,,2,,,,
20/04/2020 00:00,,,,,,,0,,,,1,,2.6,,,,
20/04/2020 01:00,,,,,,,0,,,,0.8,,2.4,,,,
20/04/2020 02:00,,,,,,,0,,,,1.2,,2.5,,,,
20/04/2020 03:00,,,,,,,0,,,,0.8,,2.3,,,,
20/04/2020 04:00,,,,,,,0,,,,0.5,,1.4,,,,
20/04/2020 05:00,,,,,,,0,,,,0,,0,,,,
20/04/2020 06:00,,,,,,,0,,,,0,,0.9,,,,
20/04/2020 07:00,,,,,,,0,,,,0.2,,2.3,,,,
20/04/2020 08:00,,,,,,,0,,,,0.4,,2.5,,,,
20/04/2020 09:00,,,0.4,(vau),,,0.4,,,,0.7,,3,,1.1,,
20/04/2020 10:00,,,,,,,0.3,,,,1,,3.2,,,,
20/04/2020 11:00,,,,,,,5,,,,0.9,,2.8,,,,
20/04/2020 12:00,,,,,,,4.6,,,,0,,6.6,,,,
20/04/2020 13:00,,,,,,,0,,,,0.8,,3,,,,
20/04/2020 14:00,,,,,,,0.4,,,,2.4,,6.2,,,,
20/04/2020 15:00,,,,,,,1.2,,,,1.4,,5.1,,,,
20/04/2020 16:00,,,,,,,0,,,,2.7,,5.4,,,,
20/04/2020 17:00,,,,,,,0,,,,2.9,,7.2,,,,
20/04/2020 18:00,,,,,,,0,,,,2.3,,5.3,,,,
20/04/2020 19:00,,,,,,,0,,,,1.3,,2.9,,,,
20/04/2020 20:00,,,,,,,0,,,,1.6,,3.1,,,,
20/04/2020 21:00,,,,,,,0.2,,,,1,,3,,,,
20/04/2020 22:00,,,,,,,1.3,,,,0.9,,2.6,,,,
20/04/2020 23:00,,,,,,,1.4,,,,0.3,,2.1,,,,
21/04/2020 00:00,,,,,,,0.8,,,,0,,1.3,,,,
21/04/2020 01:00,,,,,,,0.7,,,,0,,1.6,,,,
21/04/2020 02:00,,,,,,,0.3,,,,0.6,,1.8,,,,
21/04/2020 03:00,,,,,,,0,,,,1.3,,4.2,,,,
21/04/2020 04:00,,,,,,,0.1,,,,1.5,,3.6,,,,
21/04/2020 05:00,,,,,,,0,,,,1.7,,3.4,,,,
21/04/2020 06:00,,,,,,,0,,,,1.8,,4.3,,,,
21/04/2020 07:00,,,,,,,0,,,,1.8,,4.2,,,,
21/04/2020 08:00,,,,,,,0,,,,1.9,,4.2,,,,
21/04/2020 09:00,,,16.3,(vau),,,0,,,,1.8,,3.5,,1.3,,
21/04/2020 10:00,,,,,,,0,,,,1.8,,3.6,,,,
21/04/2020 11:00,,,,,,,0,,,,1.7,,3.7,,,,
21/04/2020 12:00,,,,,,,0,,,,1.9,,7.1,,,,
21/04/2020 13:00,,,,,,,0,,,,2.1,,5.1,,,,
21/04/2020 14:00,,,,,,,0,,,,2.4,,5.1,,,,
21/04/2020 15:00,,,,,,,0,,,,2.3,,4.8,,,,
21/04/2020 16:00,,,,,,,0,,,,2.7,,6,,,,
21/04/2020 17:00,,,,,,,0,,,,2.7,,6.4,,,,
21/04/2020 18:00,,,,,,,0,,,,2.4,,5.7,,,,
21/04/2020 19:00,,,,,,,0,,,,2.6,,5.6,,,,
21/04/2020 20:00,,,,,,,0,,,,1.9,,4.4,,,,
21/04/2020 21:00,,,,,,,0,,,,1.8,,4.4,,,,
21/04/2020 22:00,,,,,,,0,,,,2.2,,5.4,,,,
21/04/2020 23:00,,,,,,,0,,,,2.4,,5.8,,,,
22/04/2020 00:00,,,,,,,0,,,,2.9,,5.8,,,,
22/04/2020 01:00,,,,,,,0,,,,2.6,,5,,,,
22/04/2020 02:00,,,,,,,0,,,,2.3,,5.9,,,,
22/04/2020 03:00,,,,,,,0,,,,2.2,,4.7,,,,
22/04/2020 04:00,,,,,,,0,,,,2.2,,6.4,,,,
22/04/2020 05:00,,,,,,,0,,,,2.3,,5.5,,,,
22/04/2020 06:00,,,,,,,0,,,,2.2,,4.6,,,,
22/04/2020 07:00,,,,,,,0,,,,2.3,,5.3,,,,
22/04/2020 08:00,,,,,,,0,,,,2.2,,5.3,,,,
22/04/2020 09:00,,,0,(vau),,,0,,,,2,,4.4,,2.3,,
22/04/2020 10:00,,,,,,,0,,,,2.5,,5.9,,,,
22/04/2020 11:00,,,,,,,0,,,,2.4,,5.8,,,,
22/04/2020 12:00,,,,,,,0,,,,2.7,,5.2,,,,
22/04/2020 13:00,,,,,,,0,,,,2.8,,6.4,,,,
22/04/2020 14:00,,,,,,,0,,,,2.6,,5.8,,,,
22/04/2020 15:00,,,,,,,0,,,,2.4,,6.4,,,,
22/04/2020 16:00,,,,,,,0,,,,2.6,,5.2,,,,
22/04/2020 17:00,,,,,,,0,,,,2.4,,5.4,,,,
22/04/2020 18:00,,,,,,,0,,,,2.5,,6,,,,
22/04/2020 19:00,,,,,,,0,,,,2.9,,5.7,,,,
22/04/2020 20:00,,,,,,,0,,,,2.4,,5.4,,,,
22/04/2020 21:00,,,,,,,0,,,,2.7,,5.5,,,,
22/04/2020 22:00,,,,,,,0,,,,2.8,,6.2,,,,
22/04/2020 23:00,,,,,,,0,,,,2.6,,5.3,,,,
23/04/2020 00:00,,,,,,,0,,,,2.7,,6.3,,,,
23/04/2020 01:00,,,,,,,0,,,,2.4,,5.8,,,,
23/04/2020 02:00,,,,,,,0,,,,2.4,,5.8,,,,
23/04/2020 03:00,,,,,,,0,,,,2.1,,4.4,,,,
23/04/2020 04:00,,,,,,,0,,,,2.2,,5,,,,
23/04/2020 05:00,,,,,,,0,,,,1.9,,4.6,,,,
23/04/2020 06:00,,,,,,,0,,,,2,,4.2,,,,
23/04/2020 07:00,,,,,,,0,,,,2.1,,5.8,,,,
23/04/2020 08:00,,,,,,,0,,,,2.1,,4.1,,,,
23/04/2020 09:00,,,0,(vau),,,0,,,,1.7,,3.8,,2.4,,
23/04/2020 10:00,,,,,,,0,,,,1.3,,3.2,,,,
23/04/2020 11:00,,,,,,,0,,,,1.5,,3.5,,,,
23/04/2020 12:00,,,,,,,0,,,,1.5,,3,,,,
23/04/2020 13:00,,,,,,,0,,,,1.4,,3.7,,,,
23/04/2020 14:00,,,,,,,0,,,,1.9,,4.4,,,,
23/04/2020 15:00,,,,,,,0,,,,1.8,,4.6,,,,
23/04/2020 16:00,,,,,,,0,,,,1.7,,4,,,,
23/04/2020 17:00,,,,,,,0,,,,1.8,,3.6,,,,
23/04/2020 18:00,,,,,,,0,,,,1.9,,4.6,,,,
23/04/2020 19:00,,,,,,,0,,,,1.1,,3.5,,,,
23/04/2020 20:00,,,,,,,0,,,,1,,2.2,,,,
23/04/2020 21:00,,,,,,,0,,,,1.6,,4.8,,,,
23/04/2020 22:00,,,,,,,0,,,,2.4,,5.6,,,,
23/04/2020 23:00,,,,,,,0,,,,2.7,,6.4,,,,
24/04/2020 00:00,,,,,,,0,,,,2.4,,7.3,,,,
24/04/2020 01:00,,,,,,,0,,,,2.8,,6,,,,
24/04/2020 02:00,,,,,,,0,,,,2.5,,5.3,,,,
24/04/2020 03:00,,,,,,,0,,,,2.2,,5.8,,,,
24/04/2020 04:00,,,,,,,0,,,,1.9,,4.8,,,,
24/04/2020 05:00,,,,,,,0,,,,2.3,,4.5,,,,
24/04/2020 06:00,,,,,,,0,,,,2.8,,5.8,,,,
24/04/2020 07:00,,,,,,,0,,,,3.2,,6.3,,,,
24/04/2020 08:00,,,,,,,0,,,,3.5,,7.3,,,,
24/04/2020 09:00,,,0,(vau),,,0,,,,3,,5.8,,2.1,,
24/04/2020 10:00,,,,,,,0,,,,2.9,,8,,,,
24/04/2020 11:00,,,,,,,0,,,,3.5,,7.8,,,,
24/04/2020 12:00,,,,,,,0,,,,2.4,,5.3,,,,
24/04/2020 13:00,,,,,,,0,,,,3.3,,5.8,,,,
24/04/2020 14:00,,,,,,,0,,,,2.5,,5.8,,,,
24/04/2020 15:00,,,,,,,0,,,,2,,6.3,,,,
24/04/2020 16:00,,,,,,,0,,,,2.3,,5.8,,,,
24/04/2020 17:00,,,,,,,0,,,,2.5,,4.8,,,,
24/04/2020 18:00,,,,,,,0,,,,3.2,,7.5,,,,
24/04/2020 19:00,,,,,,,0,,,,3.4,,7.5,,,,
24/04/2020 20:00,,,,,,,0,,,,3.7,,7.7,,,,
24/04/2020 21:00,,,,,,,0,,,,3.6,,6.5,,,,
24/04/2020 22:00,,,,,,,0,,,,3.8,,7.8,,,,
24/04/2020 23:00,,,,,,,0,,,,3.5,,9.8,,,,
25/04/2020 00:00,,,,,,,0,,,,3.4,,5.9,,,,
25/04/2020 01:00,,,,,,,0,,,,2.7,,6,,,,
25/04/2020 02:00,,,,,,,0,,,,2.7,,5.9,,,,
25/04/2020 03:00,,,,,,,0,,,,2.7,,5.6,,,,
25/04/2020 04:00,,,,,,,0,,,,2.6,,6.3,,,,
25/04/2020 05:00,,,,,,,0,,,,2.4,,5.3,,,,
25/04/2020 06:00,,,,,,,0,,,,2.6,,7.1,,,,
25/04/2020 07:00,,,,,,,0,,,,2.4,,4.7,,,,
25/04/2020 08:00,,,,,,,0,,,,2.9,,5.5,,,,
25/04/2020 09:00,,,0,(vau),,,0,,,,2,,4.9,,2.9,,
25/04/2020 10:00,,,,,,,0,,,,2.4,,5.3,,,,
25/04/2020 11:00,,,,,,,0,,,,3.4,,7.8,,,,
25/04/2020 12:00,,,,,,,0,,,,3,,6.5,,,,
25/04/2020 13:00,,,,,,,0,,,,3.1,,6.4,,,,
25/04/2020 14:00,,,,,,,0,,,,2.9,,6.7,,,,
25/04/2020 15:00,,,,,,,0,,,,2.7,,5.5,,,,
25/04/2020 16:00,,,,,,,0,,,,3.2,,6.8,,,,
25/04/2020 17:00,,,,,,,0,,,,2.5,,5.3,,,,
25/04/2020 18:00,,,,,,,0,,,,1.5,,4.3,,,,
25/04/2020 19:00,,,,,,,0,,,,1.1,,3.8,,,,
25/04/2020 20:00,,,,,,,0,,,,1,,3.7,,,,
25/04/2020 21:00,,,,,,,0,,,,0.6,,2.5,,,,
25/04/2020 22:00,,,,,,,0,,,,1.1,,3.5,,,,
25/04/2020 23:00,,,,,,,0,,,,1.1,,3.4,,,,
26/04/2020 00:00,,,,,,,0,,,,0.8,,3,,,,
26/04/2020 01:00,,,,,,,0,,,,0.7,,2.3,,,,
26/04/2020 02:00,,,,,,,0,,,,0.2,,1.7,,,,
26/04/2020 03:00,,,,,,,0,,,,0.1,,1.3,,,,
26/04/2020 04:00,,,,,,,0,,,,0,,0,,,,
26/04/2020 05:00,,,,,,,0,,,,0,,0,,,,
26/04/2020 06:00,,,,,,,0,,,,0,,0,,,,
26/04/2020 07:00,,,,,,,0,,,,0.1,,0.9,,,,
26/04/2020 08:00,,,,,,,0,,,,0.3,,1.7,,,,
26/04/2020 09:00,,,0,(vau),,,0,,,,0.8,,2.4,,1.4,,
26/04/2020 10:00,,,,,,,0,,,,1.2,,2.9,,,,
26/04/2020 11:00,,,,,,,0,,,,1.5,,3.6,,,,
26/04/2020 12:00,,,,,,,0,,,,1.4,,2.7,,,,
26/04/2020 13:00,,,,,,,0,,,,1.6,,3.6,,,,
26/04/2020 14:00,,,,,,,0,,,,2.1,,3.9,,,,
26/04/2020 15:00,,,,,,,0,,,,2.2,,3.7,,,,
26/04/2020 16:00,,,,,,,0,,,,1.5,,3.5,,,,
26/04/2020 17:00,,,,,,,0,,,,1.4,,3.5,,,,
26/04/2020 18:00,,,,,,,0,,,,1.4,,3.7,,,,
26/04/2020 19:00,,,,,,,0,,,,0.6,,2.6,,,,
26/04/2020 20:00,,,,,,,0,,,,0.1,,0.8,,,,
26/04/2020 21:00,,,,,,,0,,,,0,,0.5,,,,
26/04/2020 22:00,,,,,,,0,,,,0,,0.6,,,,
26/04/2020 23:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 00:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 01:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 02:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 03:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 04:00,,,,,,,0,,,,0,,0.3,,,,
27/04/2020 05:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 06:00,,,,,,,0.1,,,,0,,0,,,,
27/04/2020 07:00,,,,,,,0,,,,0,,0,,,,
27/04/2020 08:00,,,,,,,0,,,,0.1,,1,,,,
27/04/2020 09:00,,,0.1,(vau),,,0,,,,0.4,,2.8,,0.6,,
27/04/2020 10:00,,,,,,,0,,,,0.9,,2.5,,,,
27/04/2020 11:00,,,,,,,0,,,,1,,2.8,,,,
27/04/2020 12:00,,,,,,,0.1,,,,1.5,,3.8,,,,
27/04/2020 13:00,,,,,,,0,,,,1.5,,4.1,,,,
27/04/2020 14:00,,,,,,,0,,,,1.8,,4.9,,,,
27/04/2020 15:00,,,,,,,0,,,,1.8,,4.1,,,,
27/04/2020 16:00,,,,,,,0,,,,1.9,,4.4,,,,
27/04/2020 17:00,,,,,,,0,,,,1.5,,3.9,,,,
27/04/2020 18:00,,,,,,,0,,,,1.3,,3.4,,,,
27/04/2020 19:00,,,,,,,0,,,,0.9,,3,,,,
27/04/2020 20:00,,,,,,,0,,,,0.5,,2.4,,,,
27/04/2020 21:00,,,,,,,0,,,,0.3,,1.5,,,,
27/04/2020 22:00,,,,,,,0,,,,0.1,,1.8,,,,
27/04/2020 23:00,,,,,,,0,,,,0.2,,1.3,,,,
28/04/2020 00:00,,,,,,,0,,,,0,,0.3,,,,
28/04/2020 01:00,,,,,,,0,,,,0,,0.8,,,,
28/04/2020 02:00,,,,,,,0,,,,0.7,,2.4,,,,
28/04/2020 03:00,,,,,,,0,,,,1.3,,4.1,,,,
28/04/2020 04:00,,,,,,,0,,,,1,,2.7,,,,
28/04/2020 05:00,,,,,,,0,,,,1,,2.8,,,,
28/04/2020 06:00,,,,,,,0,,,,0.8,,2.6,,,,
28/04/2020 07:00,,,,,,,0,,,,0.6,,2.1,,,,
28/04/2020 08:00,,,,,,,0,,,,0.5,,2.7,,,,
28/04/2020 09:00,,,0.1,(vau),,,0,,,,0.7,,2.4,,0.9,,
28/04/2020 10:00,,,,,,,0,,,,1.1,,2.8,,,,
28/04/2020 11:00,,,,,,,0,,,,1.1,,3,,,,
28/04/2020 12:00,,,,,,,0,,,,1.2,,2.7,,,,
28/04/2020 13:00,,,,,,,0,,,,1.3,,3.3,,,,
28/04/2020 14:00,,,,,,,0,,,,1.6,,4.2,,,,
28/04/2020 15:00,,,,,,,0,,,,1.7,,3.7,,,,
28/04/2020 16:00,,,,,,,0,,,,1.4,,4,,,,
28/04/2020 17:00,,,,,,,0,,,,1.3,,3,,,,
28/04/2020 18:00,,,,,,,0,,,,1.7,,4.1,,,,
28/04/2020 19:00,,,,,,,0,,,,1,,2.6,,,,
28/04/2020 20:00,,,,,,,0,,,,0.4,,1.7,,,,
28/04/2020 21:00,,,,,,,0,,,,0.5,,2.1,,,,
28/04/2020 22:00,,,,,,,0,,,,0.6,,1.8,,,,
28/04/2020 23:00,,,,,,,0,,,,0.2,,1,,,,
29/04/2020 00:00,,,,,,,0,,,,0.3,,1.2,,,,
29/04/2020 01:00,,,,,,,0,,,,0.4,,1.7,,,,
29/04/2020 02:00,,,,,,,0.1,,,,0.1,,1.1,,,,
29/04/2020 03:00,,,,,,,0,,,,0.3,,1.2,,,,
29/04/2020 04:00,,,,,,,0,,,,0.3,,1.5,,,,
29/04/2020 05:00,,,,,,,0,,,,0.2,,1,,,,
29/04/2020 06:00,,,,,,,0,,,,0.6,,2.9,,,,
29/04/2020 07:00,,,,,,,0,,,,0.9,,2.4,,,,
